timestamp,q01_spol__musko,q01_spol__zensko,q02_godiste__2004,q02_godiste__2005,q02_godiste__2006,q02_godiste__2007,q02_godiste__2008,q02_godiste__other_selected,q02_godiste__other_text,q03_srednja_skola__matematicka_prirodoslovno_matematicka_gimnazija,q03_srednja_skola__opca_gimnazija,q03_srednja_skola__klasicna_gimnazija,q03_srednja_skola__jezicna_gimnazija,q03_srednja_skola__elektrotehnicka_skola,q03_srednja_skola__strukovna_skola_s_fizikom,q03_srednja_skola__strukovna_skola_bez_fizike,q03_srednja_skola__other_selected,q03_srednja_skola__other_text,q04_godine_fizike,q05_prosjek_srednja_skola__matematika,q05_prosjek_srednja_skola__fizika,q06_godina_zavrsetka_srednje,q07_godina_mature,q08_uspjeh_matura__matematika_niza_razina,q08_uspjeh_matura__matematika_visa_razina,q08_uspjeh_matura__fizika,q09_fakultet__ferit_preddiplomski_sveucilisni_eit,q09_fakultet__ferit_preddiplomski_sveucilisni_racunarstvo,q09_fakultet__ferit_preddiplomski_strucni_elektrotehnika,q09_fakultet__ferit_preddiplomski_strucni_racunarstvo,q09_fakultet__of,q09_fakultet__om,q09_fakultet__gf,q09_fakultet__ptf,q10_prvi_izbor_fakulteta,q11_motivacija_upis__dobro_matematicko_znanje,q11_motivacija_upis__praktican_rad,q11_motivacija_upis__racunalo_programiranje,q11_motivacija_upis__okolina_inzenjerska_zanimanja,q11_motivacija_upis__inzenjerska_zanimanja_cijenjena,q11_motivacija_upis__eksperimenti_u_obrazovanju,q11_motivacija_upis__prijatelji_tehnicki_fakulteti,q11_motivacija_upis__nagovor_roditelja,q11_motivacija_upis__other_selected,q11_motivacija_upis__other_text,q12_stav_01,q13_stav_01_obrazlozenje,q13_stav_01_obrazlozenje__char_count,q13_stav_01_obrazlozenje__word_count,q14_stav_02,q15_stav_03,q16_stav_03_obrazlozenje,q16_stav_03_obrazlozenje__char_count,q16_stav_03_obrazlozenje__word_count,q17_stav_04,q18_stav_05,q19_stav_05_obrazlozenje,q19_stav_05_obrazlozenje__char_count,q19_stav_05_obrazlozenje__word_count,q20_stav_06,q21_stav_07,q22_stav_08,q23_stav_09,q24_stav_10,q25_stav_11,q26_stav_11_obrazlozenje,q26_stav_11_obrazlozenje__char_count,q26_stav_11_obrazlozenje__word_count,q27_stav_12,q28_stav_12_obrazlozenje,q28_stav_12_obrazlozenje__char_count,q28_stav_12_obrazlozenje__word_count,q29_stav_13,q30_stav_14,q31_stav_15,q32_stav_15_obrazlozenje,q32_stav_15_obrazlozenje__char_count,q32_stav_15_obrazlozenje__word_count,q33_stav_16,q34_stav_17,q35_stav_18,q36_stav_18_obrazlozenje,q36_stav_18_obrazlozenje__char_count,q36_stav_18_obrazlozenje__word_count,q37_stav_19,q38_stav_20,q39_stav_21,q40_stav_22,q41_stav_23,q42_stav_24,q43_stav_25,q44_stav_26,q45_stav_27,q46_stav_28,q47_stav_29,q48_stav_30,q49_stav_30_obrazlozenje,q49_stav_30_obrazlozenje__char_count,q49_stav_30_obrazlozenje__word_count,q50_stav_31,q51_koncept_32__a,q51_koncept_32__b,q51_koncept_32__c,q51_koncept_32__d,q51_koncept_32__e,q52_koncept_33__a,q52_koncept_33__b,q52_koncept_33__c,q52_koncept_33__d,q52_koncept_33__e,q53_attention_check,q54_z1_odgovor__a,q54_z1_odgovor__b,q54_z1_odgovor__c,q54_z1_odgovor__d,q54_z1_odgovor__e,q55_z1_sigurnost_odgovor,q56_z1_obrazlozenje__i,q56_z1_obrazlozenje__ii,q56_z1_obrazlozenje__iii,q56_z1_obrazlozenje__iv,q56_z1_obrazlozenje__v,q56_z1_obrazlozenje__other_selected,q56_z1_obrazlozenje__other_text,q57_z1_sigurnost_obrazlozenje,q58_z2_odgovor__a,q58_z2_odgovor__b,q58_z2_odgovor__c,q58_z2_odgovor__d,q58_z2_odgovor__e,q59_z2_sigurnost_odgovor,q60_z2_obrazlozenje__i,q60_z2_obrazlozenje__ii,q60_z2_obrazlozenje__iii,q60_z2_obrazlozenje__iv,q60_z2_obrazlozenje__v,q60_z2_obrazlozenje__other_selected,q60_z2_obrazlozenje__other_text,q61_z2_sigurnost_obrazlozenje,q62_z3_odgovor__a,q62_z3_odgovor__b,q62_z3_odgovor__c,q62_z3_odgovor__d,q62_z3_odgovor__e,q63_z3_sigurnost_odgovor,q64_z3_obrazlozenje__i,q64_z3_obrazlozenje__ii,q64_z3_obrazlozenje__iii,q64_z3_obrazlozenje__iv,q64_z3_obrazlozenje__v,q64_z3_obrazlozenje__other_selected,q64_z3_obrazlozenje__other_text,q65_z3_sigurnost_obrazlozenje,q66_z4_odgovor__a,q66_z4_odgovor__b,q66_z4_odgovor__c,q66_z4_odgovor__d,q66_z4_odgovor__e,q67_z4_sigurnost_odgovor,q68_z4_obrazlozenje__i,q68_z4_obrazlozenje__ii,q68_z4_obrazlozenje__iii,q68_z4_obrazlozenje__iv,q68_z4_obrazlozenje__v,q68_z4_obrazlozenje__other_selected,q68_z4_obrazlozenje__other_text,q69_z4_sigurnost_obrazlozenje,aaps_01_aligned,aaps_02_aligned,aaps_03_aligned,aaps_04_aligned,aaps_05_aligned,aaps_06_aligned,aaps_07_aligned,aaps_08_aligned,aaps_09_aligned,aaps_10_aligned,aaps_11_aligned,aaps_12_aligned,aaps_13_aligned,aaps_14_aligned,aaps_15_aligned,aaps_16_aligned,aaps_17_aligned,aaps_18_aligned,aaps_19_aligned,aaps_20_aligned,aaps_21_aligned,aaps_22_aligned,aaps_23_aligned,aaps_24_aligned,aaps_25_aligned,aaps_26_aligned,aaps_27_aligned,aaps_28_aligned,aaps_29_aligned,aaps_30_aligned,aaps_31_aligned,aaps_32_aligned,aaps_33_aligned,kat1_alignment,kat1_alignment_percent,kat2_alignment,kat2_alignment_percent,kat3_alignment,kat3_alignment_percent,aaps_total_alignment,aaps_total_alignment_percent,z1_answer_correct,z1_reasoning_correct,z1_both_correct,z2_answer_correct,z2_reasoning_correct,z2_both_correct,z3_answer_correct,z3_reasoning_correct,z3_both_correct,z4_answer_correct,z4_reasoning_correct,z4_both_correct,concept_answer_score_total,concept_reasoning_score_total,concept_both_score_total
9.4.2026. 11:07:57,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,2,5.0,5.0,2025.0,2025.0,,3.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),2,"Kada neznam iz prve riješiti nešto, nije da idem odma do nastavnika. Inače probam sam par puta pa onda iz nekih literatura probam sam naucit i onda ako baš bas neide onda odem profesoru.",186,34,4,4,"Slažem se jer ako neznamo matematiku, teško da ćemo riješiti zadatak. Sa boljim znanjem matematike možemo pojednostavniti zadatak.",130,18,4,4,"Imamo već napisane zakone, samo ih trebamo znati primijeniti i prilagoditi situaciji.",85,12,4,4,2,4,4,2,Jednadžbe treba razumijete da ih znamo koristiti,48,7,2,"Iz jedne jednadžbe možemo dobiti druge, iste ali prilagođene situaciji",70,10,4,4,5,Sa skicama je puno lakše vizualizirati zadatak,46,7,2,4,3,"Ako baš netreba skica, nacrtam je",33,6,4,4,4,5,1,5,5,5,4,5,5,2,Meni osobno nije tolko teže raditi sa simbolima jer i u brojčanim zadacima prvo nađem neki izraz nacinjen od poznatih vrijednosti i onda samo ubacujem brojke i racunam,167,28,5,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,5,0,0,0,1,0,0,,5,0,0,0,1,0,5,0,0,0,1,0,0,,5,0,0,1,0,0,4,0,0,0,0,1,0,,4,0,1,0,0,0,4,1,0,0,0,0,0,,4,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8947368421052632,89.47368421052632,0.9047619047619048,90.47619047619048,1.0,100.0,0.9090909090909091,90.9090909090909,1,0,0,0,0,0,1,1,1,0,0,0,2,1,1
9.4.2026. 11:09:41,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,4,3.0,4.0,2025.0,2025.0,,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,"Nekada se sjetim kasnije pa znam nastaviti, a nekada ne.",56,10,4,2,Trebamo znati što se traži i skicirati problem.,47,8,2,4,Trebamo određene jednadžbe spajati kako bismo dobili rješenje.,62,8,3,4,3,3,4,3,Bitno je vježbati rješavajući veći broj zadataka.,49,7,3,Nemam neko mišljenje o tome.,28,5,2,4,4,Skica nam puno pomogne oko toga što je traženo u zadatku.,57,11,3,2,2,Ne crtam često ako nema potrebe.,32,6,2,1,4,2,1,3,4,3,1,4,5,4,Meni je lakše kada ima brojeva.,31,6,4,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,4,0,1,0,0,0,0,,4,0,0,1,0,0,5,0,0,1,0,0,0,,3,1,0,0,0,0,4,1,0,0,0,0,0,,4,1,0,0,0,0,4,0,1,0,0,0,0,,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0.3684210526315789,36.84210526315789,0.42857142857142855,42.857142857142854,0.3,30.0,0.3939393939393939,39.39393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.4.2026. 11:11:40,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,2,4.0,4.0,2025.0,2025.0,,2.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)) | Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...) | Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...) | Nagovor roditelja (ispunjavam želju svojih roditelja),3,Nekad pogledam kako je netko drugi riješio isti zadatak ,56,9,4,4,Mislim da formule objašnjavaju postupak ali da je najbitnije konačno rješenje ,78,11,4,5,Koristimo jednadže kako bi smo izrazili tražene veličine preko zadanih,70,10,2,3,1,4,4,2,Smatram da se neke stvari mogu napraviti po intuiciji ali da su jednadžbe često neophodne ,90,15,5,Dosta formula se mogu primjenjivati samo u određenim okolnostima čak i zakoni prestaju vrijediti u određenim okolnostima,120,17,3,3,4,Iz skice su neke stvari vidljivije nego iz teksta,49,9,3,3,3,Zbog toga što je jednostavnije vidjeti iz skice,47,8,2,2,5,5,2,2,5,2,4,4,5,4,"Brojevi se često mogu skracivati u jednadžbama, a simboli ne.",61,10,1,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,1,0,0,,4,0,0,0,1,0,3,0,0,0,1,0,0,,3,0,0,0,1,0,3,0,1,0,0,0,0,,2,1,0,0,0,0,1,1,0,0,0,0,0,,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0.5263157894736842,52.63157894736842,0.47619047619047616,47.61904761904761,0.5,50.0,0.48484848484848486,48.484848484848484,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.4.2026. 11:13:30,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,4.0,4.0,2025.0,2025.0,,4.0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)) | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),4,Često budem frustriran kada ne znam započeti rješavat zadatak te izgubim motivaciju rješiti ga u potpunosti ,108,16,1,2,mnogo važnije je uočiti ključne stvari u vezi problema jer iz toga proizlazi jednadžba i matematički dio,104,17,5,4,Uočavanje stavki zadatka i dobra skica su potrebni pri rješavanju problema ,75,11,4,5,3,4,5,2,teorijsko znanje je bitno ali može doći do pogreške pri primjeni jednadžbi ukoliko nam postane navika slijepo koristiti jednadžbe. razumijevanje jednadžbi pomaže pri sprječavanju ove greške,189,26,1,zakoni fizike su univerzalni. ,30,4,3,3,5,smatram skice temeljnim dijelom problema,40,5,3,4,2,ako nema potrebe za skicom i ako je zadatak jednostavnog tipa preskočiti ću crtanje skice,89,15,3,1,4,5,5,3,4,5,3,5,5,1,"naprotiv, lakše je pojednostaviti jednadžbu sa simbolima i ukoliko je zadatak brojčan uvrštavam brojke skroz na kraju",117,17,5,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,5,0,0,0,1,0,0,,5,0,0,0,1,0,5,0,0,1,0,0,0,,2,0,0,1,0,0,4,0,1,0,0,0,0,,4,1,0,0,0,0,5,0,1,0,0,0,0,,5,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0.631578947368421,63.1578947368421,0.7142857142857143,71.42857142857143,0.4,40.0,0.6060606060606061,60.60606060606061,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
9.4.2026. 11:13:36,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,5.0,4.0,2025.0,2025.0,,5.0,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),1,Radije pitam kolege koje se nalaze oko mene,43,8,3,3,više treba razumijeti što se traži u zadataku,45,8,2,4,nekad postoje iznimke koje drugačije utječu na zadatak,54,8,2,2,2,3,3,5,iako ne razumijem formule i dalje ih koristim kada je zadatak slično postavljen,79,13,4,jako puno zakona koji dolaze u obzir pri rješavanje pojedinih različitih zadataka,81,12,2,4,4,"pri rješavanju skica mi jako pomaže, ali u pravilu crtanjem skice ja pogrješim pri zamišljanju izgleda skice i krivo riješim zadatak",132,21,1,2,2,zato što većinu puta krivo nacrtam skicu jer krivo odredim što se traži u zadatku,81,15,3,4,4,4,3,5,5,5,1,2,4,4,zato što se znam pogubiti sa simbolima koje profesor koristi jer budu drugačiji od onih koje su me profesori iz srednje učili,125,22,3,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,0,3,0,0,0,0,1,0,,2,0,0,0,1,0,4,0,0,0,0,1,0,,4,0,0,1,0,0,4,0,0,0,0,1,0,,4,1,0,0,0,0,5,0,1,0,0,0,0,,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0.42105263157894735,42.10526315789473,0.47619047619047616,47.61904761904761,0.5,50.0,0.3939393939393939,39.39393939393939,1,1,1,0,0,0,1,1,1,0,0,0,2,2,2
10.4.2026. 18:02:21,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,4.0,4.0,2024.0,2024.0,,5.0,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,Ako baš nemam ideju pitam za pomoć ili samo pitam za neki početnu smjernicu.,76,14,3,2,"Mislim da je najvažnije razumjeti ono što se događa, a onda matematički dio se lakše nauči.",91,16,3,3,"Nemam pojma, ne rješavam zadatke iz fizike već 2 godine.",56,10,2,4,2,2,5,2,Bilo bi lijepo razumjeti to što pišeš.,38,7,4,Da.,3,1,3,4,4,Da.,3,1,2,2,4,Da.,3,1,2,4,4,3,2,2,5,5,3,3,4,2,Lakše je sa simbolima.,22,4,5,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,5,0,0,0,1,0,0,,4,0,0,0,1,0,4,0,0,0,1,0,0,,3,1,0,0,0,0,4,1,0,0,0,0,0,,4,0,0,0,1,0,5,0,0,0,1,0,0,,5,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0.5789473684210527,57.89473684210527,0.7142857142857143,71.42857142857143,0.4,40.0,0.5757575757575758,57.57575757575758,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1
10.4.2026. 18:14:10,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,Jezičnu gimnaziju,4,4.0,3.0,2024.0,2024.0,,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...) | Tijekom dosadašnjeg obrazovanja često smo u suradnji s nastavnicima obavljali i osmišljavali zanimljive eksperimente iz fizike i drugih predmeta iz STEM područja,3,Ovisi koliko sam učio i koliko razumijem što zadatak traži.,59,10,4,4,Bitno je pratiti što zadatak traži i biti sposoban riješiti matematički dio u zadatku kako bi teoriju mogao primijeniti.,120,19,4,4,"U većini slučajeva je svrha zadatka dobiti rezultat, no također je bitno moći raspoznati koji teorem zadovoljava dobiveno rješenje.",131,19,2,5,3,2,4,4,Većinu vremena pamtim jednadžbe te ih si pokušavam objasniti.,61,9,4,"Svaki fizikalni princip se može odnositi na specifičnu situaciju, ali postoje oni koji se mogu koristiti za više stvari.",120,19,4,4,3,"Ne crtam uvijek skicu, no postoje trenutci u kojima mi je potrebna skica.",73,13,2,3,2,Crtam skice samo ako su potrebne.,33,6,3,4,5,4,2,3,4,4,3,4,4,3,Ponekad je jedno teže od drugog.,32,6,2,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,1,0,0,,4,0,0,1,0,0,4,0,0,1,0,0,0,,3,0,1,0,0,0,3,0,0,1,0,0,0,,3,1,0,0,0,0,4,0,1,0,0,0,0,,4,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0.631578947368421,63.1578947368421,0.5238095238095238,52.38095238095239,0.6,60.0,0.48484848484848486,48.484848484848484,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.4.2026. 18:57:37,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,"Strukovnu školu (strojarsku, građevinsku, medicinsku, …)",4,4.0,4.0,2024.0,2024.0,,4.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)) | Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...) | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...) | Nagovor roditelja (ispunjavam želju svojih roditelja),4,"Najčešće dok zapnem, ne znam što dalje, ali znam ""eksperimentirati"" na papiru pa mi možda neka druga metoda padne na pamet pri rješavanju.",138,23,5,2,"Po mom mišljenju, najvažniji je dio zamisliti zadatak u stvarnom svjetu te shvatiti problem koji se traži. Nakon tog je puno lakše rješiti zadatak.",147,24,3,4,"Slažem se s izjavom, ali u tom slučaju jako dobro treba poznati zadatak.",72,13,4,5,2,4,5,4,"Intuicijom najbolje pamtim formule, tj. ako razumijem ""zašto je to tako"", ali ako je formula jako komplicirana i teška za razumijeti onda samo zapamtim postupak rješavanja.",172,26,3,"Jednadžbe se odnose da specifične situacije, ali u pogodnim uvjetima mogu se koristiti i u puno više različitih situacija. Mora se znati kad se može neka formula koristiti, a kad ne.",182,31,5,3,5,Dok si predočim situaciju u pravom svijetu lakše rješim zadatke jer na crtežu vidim nešto što inače nisam zamislio da bi moglo biti rješenje.,141,24,2,4,4,Bolje razumijem zadatak.,24,3,4,5,3,4,1,2,3,4,4,5,5,4,"Dok vidim cijelu abecedu u jednoj jednadžbi i trebam dobiti X, zbunim se često jer zaboravim što je Y, Z ili koja je koja konstanta. Lakše je s brojkama.",153,29,3,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,4,1,0,0,0,0,0,,3,0,0,0,1,0,4,0,1,0,0,0,0,,3,1,0,0,0,0,4,1,0,0,0,0,0,,3,0,1,0,0,0,4,1,0,0,0,0,0,,3,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0.7368421052631579,73.68421052631578,0.7142857142857143,71.42857142857143,0.7,70.0,0.6666666666666666,66.66666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.4.2026. 19:14:37,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,Opću gimnaziju,4,4.0,4.0,2024.0,2024.0,,4.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,Ako je neki zadatak s kojim se nikad nisam susreo vjerojatno neću znati kako krenuti rješavati.,95,16,4,2,Mislim da je bitnije konceptualno znati što traži zadatak.,58,9,4,3,Da ako je jednostavan.,22,4,2,4,1,4,4,4,Ja bih naučio napamet formulu i onda samo izveo druge formule iz te.,68,13,4,Dosta zadataka koje bi riješili bi imali baš specifičnu situaciju i onda se zna koja se formula koristi,103,18,4,4,5,Lakše mi je shvatiti što radim ako mogu zamisliti.,50,9,3,4,1,Ako mi je jasno što zadatak traži onda ne crtam.,48,10,3,2,4,5,2,4,3,2,1,4,5,4,Lakše mi je s brojevima,23,5,4,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,4,0,1,0,0,0,0,,4,0,0,1,0,0,4,0,0,1,0,0,0,,4,0,0,1,0,0,3,0,1,0,0,0,0,,3,1,0,0,0,0,3,0,1,0,0,0,0,,3,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0.6842105263157895,68.42105263157895,0.6190476190476191,61.904761904761905,0.6,60.0,0.6060606060606061,60.60606060606061,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10.4.2026. 20:33:09,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,4.0,4.0,2024.0,2024.0,,4.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...),2,Ako ne znam kako započeti sa rješavanjem onda sjedim i razmišljam o tome koliko god mogu kao baka kad riješava križaljku. Pomoć tražim tek kad shvatim da nema šanse da sam uspijem.,180,32,3,2,"U fizici je bitnija ideja rješavanja problema nego ispravnost riješenja (naravno da je bitno da je riješenje precizno, ali matematički dio je često onaj lakši dio zadatka)",171,27,5,3,"Neki zadatci su taki da to radimo, a u nekima samo treba dobro poznavati teoriju (moguće da nisam dobro shvatio)",112,20,4,4,1,4,4,3,"Neke razumijem pa su mi logične za koristit, a neke samo koristim jer sam naučio da se u takvim zadatcima moraju koristit",121,22,2,Fizika nema puno onih osnovnih jednadžbi na koje se sve svodi. Te osnovne se mogu koristiti u više situacija. Tek kada izvodimo formule za točno određene vrste problema onda bih mogao reći da se slažem s navedenom izjavom.,222,38,2,4,5,Skica je najkorisnija za svaki zadatak. Ništa ne razumijem prije nego nacrtam skicu.,84,13,4,3,5,Uvijek pomognu.,15,2,3,2,4,4,1,2,3,5,5,4,4,4,Kad su brojevi u zadatku onda je lakše i s računanjem i sa provjerom rješenja. Nisam stavio da se u potpunosti slažem jer nekad kad su teški brojevi je lakše samo sa simbolima da se ne moram patit.,197,38,2,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,1,"Piše da nema otpora zraka to znači da je kao u vakuumu, a to znači da u isto vrijeme padnu jer masa onda ne utječe na priču.",4,0,0,0,1,0,2,0,0,0,1,0,0,,2,0,0,1,0,0,4,0,0,0,0,1,0,,4,0,1,0,0,0,3,1,0,0,0,0,0,,2,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0.7894736842105263,78.94736842105263,0.5238095238095238,52.38095238095239,0.6,60.0,0.6363636363636364,63.63636363636363,1,0,0,0,0,0,1,1,1,0,0,0,2,1,1
10.4.2026. 22:49:34,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,Opću gimnaziju,4,5.0,5.0,2024.0,2024.0,,3.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...) | Nagovor roditelja (ispunjavam želju svojih roditelja),1,tražim pomoć prijatelja ili sama potražim na internetu,54,8,4,4,vjerujem da je matematika jako bitna ali treba imati i predznanje o određenoj temi,82,14,2,4,slažem se ali to nije sve sto se radi pri rješavanju zadatka,60,12,1,5,2,3,4,3,"neke su intuitivne neke ne, definitivno pomaze ako jesu",55,9,4,postoji puno situacija koje se na prvi pogled čine jednako ali se trebaju uzeti drugačije formule,97,16,5,4,5,da je sve preglednije i organiziranije,38,6,2,5,4,"da, da bude preglednije i za svaki slucaj",41,8,5,4,5,4,1,5,4,4,1,4,4,1,"ljepše mi je npr. prevrtati slova u formuli nego brojeve, manji je rizik od pogreske",84,15,5,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,1,0,0,,4,0,1,0,0,0,4,0,1,0,0,0,0,,4,0,0,1,0,0,3,0,0,0,0,1,0,,3,0,0,0,1,0,4,0,0,0,1,0,0,,3,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0.6842105263157895,68.42105263157895,0.8571428571428571,85.71428571428571,0.9,90.0,0.7272727272727273,72.72727272727273,1,0,0,1,1,1,1,1,1,1,1,1,4,3,3
